id_game,name,n_genres,n_platforms,n_tags,release_year,success_score
455597,It Takes Two,3,6,38,2021.0,0.9368
41,Little Nightmares,3,5,19,2017.0,0.9367
3747,Metal Gear Solid V: Ground Zeroes,2,5,21,2014.0,0.9365
17959,Ori and the Blind Forest: Definitive Edition,2,4,19,2016.0,0.936
10754,BioShock Remastered,1,5,20,2016.0,0.9354
50778,A Way Out,2,3,28,2018.0,0.9351
3209,Until Dawn,2,2,2,2015.0,0.9347
10141,NieR:Automata,2,4,22,2017.0,0.934
452649,Resident Evil: Village,2,7,21,2021.0,0.9329
28202,Wolfenstein II: The New Colossus,2,4,22,2017.0,0.9318
2235,Batman: Arkham Origins,1,4,22,2013.0,0.9303
59359,A Plague Tale: Innocence,2,6,10,2019.0,0.9303
28201,Metro Exodus,2,4,25,2019.0,0.9297
442854,Mafia: Definitive Edition,2,3,17,2020.0,0.9297
452634,Marvel's Spider-Man: Miles Morales,1,3,21,2020.0,0.9295
3876,Deus Ex: Human Revolution - Director's Cut,2,5,30,2013.0,0.929
4440,Deus Ex: Human Revolution,2,5,2,2011.0,0.9287
4358,Assassin's Creed Revelations,1,5,18,2011.0,0.9284
21926,Uncharted: The Lost Legacy,2,2,8,2017.0,0.9283
11973,Middle-earth: Shadow of Mordor,2,7,25,2014.0,0.9277
50738,Death Stranding,2,2,23,2019.0,0.9273
58550,Ghost of Tsushima,3,3,8,2020.0,0.927
28026,Super Mario Odyssey,2,1,9,2017.0,0.926
11276,Call of Duty: Modern Warfare 3,2,7,16,2011.0,0.9248
58812,Control,3,5,16,2019.0,0.9241
13305,Assassin’s Creed III,1,6,18,2012.0,0.924
46956,Doki Doki Literature Club!,2,3,8,2017.0,0.9238
802,Borderlands 2,3,7,22,2012.0,0.9237
28199,Ori and the Will of the Wisps,3,4,19,2020.0,0.9236
58777,DOOM Eternal,2,5,16,2020.0,0.9236
58755,Devil May Cry 5,1,4,16,2019.0,0.9235
397477,Resident Evil 3,3,6,25,2020.0,0.9235
7819,SUPERHOT,3,7,23,2016.0,0.9226
39,Prey,3,3,23,2017.0,0.9223
3387,Bloodborne,2,1,8,2015.0,0.9214
51329,Shadow of the Tomb Raider,2,5,19,2018.0,0.9213
13856,Katana ZERO,3,4,14,2019.0,0.9212
9767,Hollow Knight,3,6,21,2017.0,0.9212
3408,Hotline Miami 2: Wrong Number,4,9,23,2015.0,0.9192
18241,DmC: Devil May Cry,2,5,24,2013.0,0.9191
3346,Wolfenstein: The Old Blood,2,3,21,2015.0,0.9183
3028,Beyond: Two Souls,2,3,29,2013.0,0.9175
19590,Ori and the Blind Forest,2,3,20,2015.0,0.9172
51610,Dark Souls: Remastered,2,4,21,2018.0,0.9172
14446,Call of Duty: Black Ops II,2,5,27,2012.0,0.9168
2100,Tales from the Borderlands: A Telltale Game Series,1,9,20,2015.0,0.9156
3631,inFAMOUS Second Son,1,1,2,2014.0,0.915
274755,Hades,4,6,20,2020.0,0.9147
28395,Metro: Last Light,2,3,5,2013.0,0.9137
616765,Marvel's Guardians of the Galaxy,3,6,30,2021.0,0.9131
16113,Sleeping Dogs,2,3,16,2012.0,0.9129
704634,Uncharted: Legacy of Thieves Collection,2,2,25,2022.0,0.9121
3371,Dark Souls II: Scholar of the First Sin,2,3,21,2015.0,0.9116
4094,Metal Gear Rising: Revengeance,1,5,21,2013.0,0.9115
29215,Life is Strange: Before The Storm,1,7,25,2017.0,0.9105
1758,Valiant Hearts: The Great War,2,8,15,2014.0,0.9105
16112,Sleeping Dogs: Definitive Edition,2,4,18,2014.0,0.9105
28153,Assassin's Creed Origins,2,3,0,2017.0,0.9102
452638,Stray,5,7,23,2022.0,0.9101
326243,Elden Ring,2,5,24,2022.0,0.91
1358,"Papers, Please",4,6,22,2013.0,0.9094
4514,L.A. Noire,2,6,17,2011.0,0.9086
15426,Black Mesa,3,2,24,2020.0,0.908
11142,BioShock 2 Remastered,2,5,14,2016.0,0.9079
3192,Metal Gear Solid V: The Phantom Pain,2,5,23,2015.0,0.9068
492,Yakuza 0,2,4,26,2015.0,0.9065
3070,Fallout 4,2,4,19,2015.0,0.9065
50734,Sekiro: Shadows Die Twice,2,3,23,2019.0,0.9064
613,Bastion,4,9,27,2011.0,0.9064
3497,Far Cry 4,1,5,19,2014.0,0.9063
259801,Final Fantasy VII,3,3,16,2020.0,0.9059
22121,Celeste,2,6,16,2018.0,0.9047
3168,SOMA,3,5,20,2015.0,0.9046
59313,Gris,4,9,9,2018.0,0.9043
2553,Ratchet & Clank,3,1,3,2016.0,0.9038
1447,Deus Ex: Mankind Divided,2,5,18,2016.0,0.9035
5583,Hitman: Absolution,2,6,17,2012.0,0.9034
4397,Battlefield 3,2,4,15,2011.0,0.9033
6617,Quantum Break,2,2,20,2016.0,0.9033
13525,Assassin's Creed 2 Deluxe Edition,2,2,18,2010.0,0.9012
23585,Far Cry 5,2,3,23,2018.0,0.9003
14962,Dark Souls: Prepare To Die Edition,2,3,20,2012.0,0.8994
3931,Saints Row IV,2,6,22,2013.0,0.8993
58616,Assassin's Creed Odyssey,2,4,15,2018.0,0.8983
795632,Resident Evil 4,2,5,21,2023.0,0.8982
262382,Disco Elysium,3,7,5,2019.0,0.8978
19309,Plants vs. Zombies GOTY Edition,1,10,15,2010.0,0.8975
3790,Outlast,2,6,22,2013.0,0.8975
14348,Dying Light: The Following - Enhanced Edition,2,5,25,2015.0,0.8971
49,Persona 5,3,2,11,2016.0,0.8963
39039,God of War III,1,1,8,2010.0,0.8962
20156,The Beginner's Guide,2,3,17,2015.0,0.8958
3842,Battlefield 4,1,5,21,2013.0,0.895
339958,Persona 5 Royal,2,6,23,2020.0,0.8945
4013,Call of Juarez: Gunslinger,2,5,21,2013.0,0.8943
13633,Sid Meier's Civilization V,1,3,22,2010.0,0.8941
44525,Yakuza Kiwami,4,5,12,2016.0,0.8939
29171,The Evil Within 2,3,3,9,2017.0,0.8934
58835,Yakuza Kiwami 2,3,3,11,2017.0,0.8934
4388,Battlefield: Bad Company 2,2,4,16,2010.0,0.8932
4223,The Darkness II,1,5,20,2012.0,0.893
13079,Everlasting Summer,1,5,20,2013.0,0.8928
13910,XCOM: Enemy Unknown,1,6,23,2012.0,0.892
18003,Gone Home,2,6,23,2013.0,0.891
442855,Mafia II: Definitive Edition,2,3,15,2020.0,0.8908
28613,Halo: Reach,1,3,1,2010.0,0.8907
3459,The Order: 1886,2,1,13,2015.0,0.8903
7381,ABZU,3,4,18,2016.0,0.8898
4602,Bulletstorm,2,4,13,2011.0,0.8894
43050,The Witcher 3: Wild Hunt – Hearts of Stone,1,3,4,2015.0,0.8892
3265,God of War III Remastered,2,1,1,2015.0,0.889
42215,Dying Light,3,4,9,2015.0,0.8886
799265,The Last of Us Part I,3,2,25,2022.0,0.8882
29173,Dishonored: Death of the Outsider,1,3,17,2017.0,0.8879
516111,Mass Effect: Legendary Edition,4,5,24,2021.0,0.8876
295,Oxenfree,3,8,24,2016.0,0.8874
58752,The Awesome Adventures of Captain Spirit,1,3,15,2018.0,0.8869
1010,Transistor,3,6,24,2014.0,0.8865
10035,Hitman,3,5,17,2016.0,0.8864
43252,The Witcher 3: Wild Hunt – Blood and Wine,1,3,4,2016.0,0.8864
366881,Little Nightmares II,3,6,13,2021.0,0.8861
257255,The Witcher 3 Wild Hunt - Complete Edition,2,6,12,2016.0,0.886
3687,Watch Dogs,2,6,18,2014.0,0.8859
8146,Assassin's Creed Unity,1,3,19,2014.0,0.8859
494384,God of War: Ragnarök,1,3,5,2022.0,0.8855
29338,Days Gone,1,2,31,2019.0,0.8854
28418,Diablo III: Reaper of Souls,2,6,5,2014.0,0.8839
10061,Watch Dogs 2,2,3,20,2016.0,0.8823
884,Call of Duty: Modern Warfare Remastered,2,3,10,2016.0,0.8818
28632,Gears of War 3,1,2,1,2011.0,0.8807
17599,Mortal Kombat Komplete Edition,2,3,23,2013.0,0.8802
452646,Astro's Playroom,2,1,2,2020.0,0.8802
445442,Helltaker,3,3,20,2020.0,0.8793
750,FINAL FANTASY XV,1,3,8,2016.0,0.879
19375,Far Cry 3: Blood Dragon,1,5,19,2013.0,0.8783
42895,Assassin's Creed Syndicate,1,3,19,2015.0,0.8763
2792,Layers of Fear,2,6,28,2016.0,0.8762
2287,Her Story,4,4,15,2015.0,0.8757
4502,Darksiders,1,5,19,2010.0,0.8753
3554,The Evil Within,3,5,21,2014.0,0.875
58654,Hitman 2,2,3,14,2018.0,0.8749
3775,Danganronpa: Trigger Happy Havoc,1,8,20,2010.0,0.8747
13466,Devil May Cry 4: Special Edition,1,3,22,2015.0,0.8747
304247,A Short Hike,2,4,3,2019.0,0.8746
2296,Fahrenheit: Indigo Prophecy Remastered,2,5,20,2015.0,0.8744
29,South Park: The Fractured But Whole,2,4,21,2017.0,0.8742
442857,Tomb Raider: Definitive Edition,2,6,10,2014.0,0.8741
58783,The Walking Dead: The Final Season,2,4,20,2018.0,0.8739
4186,Persona 4 Golden,1,6,23,2012.0,0.8736
21924,Call of Duty: WWII,2,3,29,2017.0,0.8734
339961,The Dark Pictures Anthology: Man of Medan,2,4,11,2019.0,0.8734
663742,Marvel's Spider-Man Remastered,3,2,20,2020.0,0.8732
3556,Alien: Isolation,2,6,19,2014.0,0.8731
25,Middle-earth: Shadow of War,2,4,23,2017.0,0.8729
727315,Ratchet & Clank: Rift Apart,2,2,28,2021.0,0.8729
10389,Gothic II: Gold Edition,2,1,18,2010.0,0.8726
654,Stardew Valley,3,9,27,2016.0,0.8722
28580,Dragon Age 2,3,5,22,2011.0,0.8722
998,Battlefield 1,2,3,28,2016.0,0.8722
19430,Dragon Age: Origins Awakening,1,4,18,2010.0,0.8721
4491,Shadow of the Colossus (2011),1,1,8,2011.0,0.872
17085,Finding Paradise,3,4,10,2017.0,0.8716
422,Terraria,3,13,24,2011.0,0.8715
2020,The Room,2,4,9,2012.0,0.8714
46508,Return Of The Obra Dinn,2,5,15,2018.0,0.8712
23600,Diablo III,2,9,2,2012.0,0.8704
19568,Tom Clancy's Splinter Cell: Conviction,2,6,6,2010.0,0.8703
324997,Baldur's Gate III,3,4,23,2023.0,0.8701
2623,Resident Evil 6,2,7,23,2012.0,0.8695
10073,Divinity: Original Sin 2,2,4,28,2017.0,0.8693
3594,Danganronpa 2: Goodbye Despair,2,7,22,2012.0,0.8692
545015,Disco Elysium: Final Cut,2,8,9,2021.0,0.869
28154,Cuphead,3,5,20,2017.0,0.8689
108,Mortal Kombat X,2,3,22,2015.0,0.8687
52178,Dishonored Definitive Edition,2,3,13,2015.0,0.8683
3771,Rayman Legends,1,8,20,2013.0,0.8679
327219,Superliminal,2,6,6,2019.0,0.8677
19647,Crysis 2 - Maximum Edition,1,1,18,2011.0,0.8675
616697,A Plague Tale: Requiem,2,6,26,2022.0,0.8672
366885,Dragon Age: Origins - Ultimate Edition,1,3,23,2010.0,0.8668
14188,Gorogoa,4,7,4,2017.0,0.8665
27938,SteamWorld Dig 2,4,8,9,2017.0,0.8655
3933,Tom Clancy’s Splinter Cell Blacklist,1,5,1,2013.0,0.8654
9515,We Were Here,3,5,19,2017.0,0.8649
45821,Frostpunk,2,4,13,2018.0,0.8649
3191,Mad Max,2,6,16,2015.0,0.8643
2733,Broforce,3,5,18,2015.0,0.8642
17545,Assassin’s Creed Rogue,2,6,17,2014.0,0.864
4012,Resident Evil Revelations,2,8,23,2012.0,0.8639
4671,inFAMOUS 2,2,1,2,2011.0,0.8623
42393,The Last of Us: Left Behind,3,2,0,2014.0,0.8621
46000,Donut County,4,6,4,2018.0,0.8615
5916,The Room Two,2,3,8,2013.0,0.8609
9066,The Walking Dead: A New Frontier,2,7,18,2016.0,0.8607
15860,STAR WARS: The Force Unleashed II,2,6,11,2010.0,0.8603
28559,Dragon Age: Inquisition,3,5,29,2014.0,0.8603
58764,Outer Wilds,3,4,4,2019.0,0.8603
5538,Dark Souls,2,3,5,2011.0,0.86
250,The Binding of Isaac: Rebirth,2,10,24,2014.0,0.8598
15713,Chaos on Deponia,3,7,14,2012.0,0.8595
274758,The Stanley Parable: Ultra Deluxe,3,8,20,2022.0,0.8594
274762,The Outer Worlds,4,4,12,2019.0,0.8593
8278,Gears of War 4,2,3,9,2016.0,0.8591
326252,Gears 5,2,3,16,2019.0,0.858
479694,Inscryption,3,6,21,2021.0,0.8575
10419,Subnautica,2,7,31,2018.0,0.8575
369158,The Dark Pictures Anthology: Little Hope,2,4,29,2020.0,0.8574
4489,Crysis 2,2,3,6,2011.0,0.8572
1256,XCOM 2,2,5,24,2016.0,0.857
42920,Resident Evil HD Remaster,2,6,23,2015.0,0.8568
3601,inFAMOUS: First Light,1,1,5,2014.0,0.8568
18336,Alan Wake's American Nightmare,2,3,17,2012.0,0.8566
846303,Cyberpunk 2077: Phantom Liberty,2,3,5,2023.0,0.8565
13668,Amnesia: The Dark Descent,3,3,18,2010.0,0.8562
842,Call of Duty: Advanced Warfare,2,5,5,2014.0,0.8562
58952,Life is Strange 2,1,6,16,2018.0,0.8559
10548,Darksiders Warmastered Edition,2,5,18,2016.0,0.8555
3226,Prototype 2,2,5,22,2012.0,0.8552
719,Deponia,4,7,19,2012.0,0.8552
17803,Ryse: Son of Rome,2,2,21,2013.0,0.8552
28121,Slay the Spire,4,8,8,2019.0,0.855
320,Night in the Woods,1,7,20,2017.0,0.8548
452642,Horizon Forbidden West,3,3,14,2022.0,0.8543
3268,The Vanishing of Ethan Carter,3,4,20,2014.0,0.854
857,Halo: The Master Chief Collection,2,2,20,2014.0,0.8531
5653,Singularity,1,3,19,2010.0,0.8519
693,The Last Guardian,2,1,7,2016.0,0.8519
28627,Halo 4,2,3,1,2012.0,0.8517
13570,Game Dev Tycoon,4,5,19,2012.0,0.8511
17540,Injustice: Gods Among Us Ultimate Edition,3,5,22,2013.0,0.8511
3137,UNCHARTED The Nathan Drake Collection,2,1,7,2015.0,0.8509
306124,Borderlands Game of the Year Enhanced,3,4,22,2019.0,0.8508
3427,Murdered: Soul Suspect,3,5,20,2014.0,0.8504
748414,Aperture Desk Job,3,2,13,2022.0,0.8503
58617,Borderlands 3,4,6,45,2019.0,0.8502
17925,Fable Anniversary,1,2,23,2014.0,0.8498
1774,Grim Fandango Remastered,2,9,20,2015.0,0.8497
4000,Remember Me,2,3,20,2013.0,0.8496
38,Injustice 2,1,5,11,2017.0,0.8495
3543,Borderlands: The Pre-Sequel,3,6,22,2014.0,0.8494
52201,Yakuza 6: The Song of Life,3,3,22,2016.0,0.8491
9659,Bulletstorm: Full Clip Edition,2,4,20,2017.0,0.8489
2913,The Banner Saga,3,8,19,2014.0,0.8489
257192,Psychonauts 2,3,6,2,2021.0,0.8489
4361,Rayman Origins,4,9,21,2011.0,0.8484
392019,Half-Life: Alyx,3,1,22,2020.0,0.8481
11164,A Hat in Time,3,6,18,2017.0,0.848
2234,The Banner Saga 2,3,7,20,2016.0,0.8479
15687,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",1,2,23,2015.0,0.8478
3850,LEGO Marvel Super Heroes,3,12,19,2013.0,0.8477
3751,Dark Souls II,2,5,21,2014.0,0.8472
52176,Florence,5,5,17,2018.0,0.847
295001,Batman: The Telltale Series,1,9,2,2016.0,0.8468
17174,Resident Evil Revelations 2,2,7,26,2015.0,0.8465
292842,The Legend of Zelda: Link's Awakening (2019),3,1,7,2019.0,0.8464
4853,God of War: Ghost of Sparta,2,2,1,2010.0,0.8461
9835,Outlast 2,3,4,19,2017.0,0.846
10297,Sid Meier’s Civilization VI,2,7,20,2016.0,0.8459
274480,Mortal Kombat 11,3,6,7,2019.0,0.8459
5565,F.E.A.R. 3,2,3,21,2011.0,0.8453
44972,Danganronpa V3: Killing Harmony,1,4,13,2017.0,0.8452
591,Monument Valley,3,3,12,2014.0,0.8449
4466,Catherine,4,4,22,2011.0,0.8448
12322,Emily is Away,4,3,18,2015.0,0.8447
4206,Vanquish,4,4,27,2010.0,0.8447
11974,Mark of the Ninja,3,5,19,2012.0,0.8445
15712,Goodbye Deponia,2,5,5,2013.0,0.8445
323065,Call of Duty: Modern Warfare (2019),2,3,31,2019.0,0.8444
22256,FAR: Lone Sails,4,6,15,2018.0,0.8442
13387,Serious Sam HD: The Second Encounter,3,2,23,2010.0,0.8441
43,Full Throttle Remastered,1,7,13,2017.0,0.8439
28631,Fable III,2,3,4,2010.0,0.8434
58753,Forza Horizon 4,2,3,31,2018.0,0.8433
906547,Hogwarts Legacy,2,6,39,2023.0,0.8431
422859,NieR Replicant v1.22474487139...,3,3,26,2021.0,0.843
5342,Medal of Honor,1,3,19,2010.0,0.8429
887,Call of Duty: Infinite Warfare,2,3,23,2016.0,0.8427
4154,Dead Space 3,2,4,21,2013.0,0.8427
16359,Divinity: Original Sin - Enhanced Edition,2,5,24,2015.0,0.8425
479695,Control Ultimate Edition,3,6,12,2020.0,0.8422
662316,Marvel's Spider-Man 2,2,2,27,2023.0,0.8422
12074,Monkey Island 2 Special Edition: LeChuck’s Revenge,2,3,14,2010.0,0.8421
11726,Dead Cells,4,7,19,2018.0,0.8421
2828,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2,3,22,2016.0,0.8419
26316,"Pokémon HeartGold, SoulSilver",1,1,3,2010.0,0.8417
4513,Just Cause 2,2,4,20,2010.0,0.8416
13628,Dear Esther: Landmark Edition,3,4,10,2017.0,0.8415
14156,ENSLAVED: Odyssey to the West Premium Edition,2,3,20,2013.0,0.8413
23165,Mario Kart 8 Deluxe,1,1,5,2017.0,0.8411
274757,Sayonara Wild Hearts,3,6,27,2019.0,0.8411
13404,VA-11 Hall-A: Cyberpunk Bartender Action,2,6,20,2016.0,0.8408
754888,The Quarry,2,5,24,2022.0,0.8407
452645,Hitman 3,3,6,18,2021.0,0.8404
51324,Kingdom Hearts III,2,3,12,2019.0,0.8404
3853,Trine 2: Complete Story,4,5,24,2013.0,0.8403
514896,The Dark Pictures Anthology: House of Ashes,2,5,28,2021.0,0.8403
254542,Horizon Zero Dawn: The Frozen Wilds,3,2,15,2017.0,0.8403
624,FTL: Faster Than Light,3,4,16,2012.0,0.8398
13350,Deponia Doomsday,3,7,13,2016.0,0.8397
17741,Pony Island,4,3,20,2016.0,0.8393
570074,Teenage Mutant Ninja Turtles: Shredder's Revenge,6,9,25,2022.0,0.8393
12929,The Talos Principle,3,8,23,2014.0,0.8392
3748,SteamWorld Dig,5,9,22,2013.0,0.8392
364942,Unpacking,1,8,14,2021.0,0.8391
49428,The Red Strings Club,2,4,6,2018.0,0.8389
685577,Vampire Survivors,4,6,23,2022.0,0.8383
573123,Life is Strange: True Colors,2,6,31,2021.0,0.8382
11663,My Friend Pedro,5,5,5,2019.0,0.8378
4331,Sonic Generations,4,6,22,2011.0,0.837
423944,Call of Duty: Modern Warfare 2 Campaign Remastered,2,3,0,2020.0,0.8369
4518,Prince of Persia: The Forgotten Sands,2,3,5,2010.0,0.8367
22510,StarCraft II,1,2,4,2010.0,0.8364
1090,This War of Mine,3,7,20,2014.0,0.8362
580972,Alan Wake 2,1,3,0,2023.0,0.8361
638654,Dead Space,2,3,20,2023.0,0.8359
16723,Gunpoint,3,3,19,2013.0,0.8357
17252,Deadlight,3,2,19,2012.0,0.8355
59637,Untitled Goose Game,4,5,8,2019.0,0.8352
16704,A Bird Story,4,3,20,2014.0,0.8352
419297,Horizon Zero Dawn Complete Edition,3,2,24,2017.0,0.8351
43242,Gears of War: Ultimate Edition,2,2,9,2015.0,0.835
7439,Call of Duty: Ghosts,2,6,28,2013.0,0.835
2188,The Room Three,3,3,7,2015.0,0.8346
12756,"Warhammer 40,000: Space Marine",2,3,21,2011.0,0.8346
3882,God of War: Ascension,1,1,5,2013.0,0.8346
45156,We Were Here Too,4,5,11,2018.0,0.8345
2166,Game of Thrones - A Telltale Games Series,2,8,24,2014.0,0.8344
5995,Little Inferno,5,7,20,2012.0,0.8337
4125,Crysis 3,4,4,24,2013.0,0.8336
369157,Yakuza: Like a Dragon,3,5,33,2020.0,0.8335
28492,Dead Island,3,3,6,2011.0,0.8331
8444,Halo 5: Guardians,3,1,6,2015.0,0.833
47351,Batman: The Enemy Within,2,7,23,2017.0,0.8326
284664,Streets of Rage 4,4,5,8,2020.0,0.8324
2115,Overcooked,4,4,19,2016.0,0.8318
28172,Kingdom Come: Deliverance,3,3,22,2018.0,0.8318
1299,Mount & Blade: Warband,3,6,20,2010.0,0.8318
638650,Ghost of Tsushima Director's Cut,3,3,0,2021.0,0.8317
13858,Fran Bow,2,3,22,2015.0,0.8316
28454,The Witcher 2: Assassins of Kings,1,3,5,2011.0,0.8316
3044,Deadpool,2,5,18,2013.0,0.8315
12245,Late Shift,3,5,29,2017.0,0.8315
3647,Child of Light,2,8,18,2014.0,0.8312
906,Call of Duty: Black Ops III,2,5,24,2015.0,0.8311
23458,SUPERHOT VR,4,2,6,2017.0,0.8311
3574,Sherlock Holmes: Crimes and Punishments,1,6,19,2014.0,0.8311
27977,The Legend of Zelda: A Link Between Worlds,1,1,2,2013.0,0.8306
223331,The Walking Dead: Michonne,2,8,20,2016.0,0.8305
894,Destiny,2,4,6,2014.0,0.8304
4520,Alice: Madness Returns,2,4,17,2011.0,0.8299
326251,Deathloop,2,3,23,2021.0,0.8299
481910,Call of Duty: Black Ops Cold War,2,5,26,2020.0,0.8297
19633,Need For Speed: Hot Pursuit,2,7,12,2010.0,0.8296
44093,Diablo III: Eternal Collection,1,3,9,2017.0,0.8296
7441,Rusty Lake Hotel,3,4,7,2015.0,0.8296
28156,Tacoma,2,5,6,2017.0,0.8295
12606,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,2,3,17,2016.0,0.8291
2830,Unravel,5,5,14,2016.0,0.829
52368,Shadow of the Colossus  (2018),2,1,10,2018.0,0.8289
447,LEGO Harry Potter: Years 1-4,4,9,14,2010.0,0.8288
263548,Little Misfortune,3,6,8,2019.0,0.8288
52383,The Banner Saga 3,3,7,17,2018.0,0.8287
965,Sherlock Holmes: The Devil's Daughter,2,4,15,2016.0,0.8286
61176,Bloodstained: Ritual of the Night,2,6,19,2019.0,0.8282
3740,FEZ,5,9,21,2012.0,0.8281
258322,Blasphemous,4,6,15,2019.0,0.8281
3494,Thomas Was Alone,3,11,17,2012.0,0.8274
58735,Unravel Two,4,4,21,2018.0,0.827
18712,Dear Esther,3,3,19,2012.0,0.8269
41490,Divinity: Original Sin,3,4,25,2014.0,0.8267
4291,Counter-Strike: Global Offensive,1,4,24,2012.0,0.8264
34,Crash Bandicoot N. Sane Trilogy,2,4,21,2017.0,0.8252
3965,Binary Domain,2,3,21,2012.0,0.8248
39727,Enslaved: Odyssey to the West,2,3,0,2010.0,0.8248
4475,Uncharted: Golden Abyss,2,1,2,2011.0,0.8248
10992,OneShot,3,2,21,2016.0,0.8246
19365,Homefront,1,3,11,2011.0,0.8246
3697,Serious Sam 3: BFE,3,5,25,2011.0,0.8245
236751,We Were Here Together,4,5,9,2019.0,0.8235
19384,The Binding of Isaac,3,2,19,2011.0,0.8234
17179,Resident Evil 0 / Biohazard 0 HD REMASTER,2,6,22,2016.0,0.8234
4179,Darksiders II,2,5,8,2012.0,0.8233
3144,Super Meat Boy,2,10,20,2010.0,0.8232
3363,Shovel Knight,4,10,20,2014.0,0.8231
115,Zero Escape: The Nonary Games,1,4,18,2017.0,0.823
3350,Broken Age,5,9,22,2014.0,0.8229
23760,Bayonetta 2,1,2,3,2014.0,0.8228
1670,Shadowrun: Dragonfall - Director's Cut,4,6,40,2014.0,0.8227
3272,Rocket League,3,6,25,2015.0,0.8224
58809,The Forgotten City,4,6,18,2021.0,0.8224
